TimeOfStop,SubAgency,Description,VehicleType,ViolationType,Race,Gender,ArrestType
3,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
17,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
12,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
23,1st district Rockville,PLATE VIOLATION,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
3,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
3,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
23,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
22,4th district Wheaton,MINOR INFRACTION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
20,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
16,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
19,2nd district Bethesda,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
21,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
13,5th district Germantown,ACCIDENT RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
3,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
10,1st district Rockville,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
21,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
13,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
21,4th district Wheaton,SPEEDING,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
23,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
10,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,R - Unmarked Laser
12,2nd district Bethesda,SPEEDING,02 - Automobile,Citation,ASIAN,M,Q - Marked Laser
8,6th district Gaithersburg / Montgomery Village,SPEEDING,02 - Automobile,Citation,OTHER,F,A - Marked Patrol
13,6th district Gaithersburg / Montgomery Village,RECKLESS DRIVING,28 - Other,Citation,WHITE,F,A - Marked Patrol
22,3rd district Silver Spring,PLATE VIOLATION,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
8,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
12,3rd district Silver Spring,SPEEDING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
9,3rd district Silver Spring,RECKLESS DRIVING,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
7,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
9,3rd district Silver Spring,SPEEDING,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
9,3rd district Silver Spring,DRIVING UNINSURED VEHICLE,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
2,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
2,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
2,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
2,5th district Germantown,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
20,6th district Gaithersburg / Montgomery Village,RECKLESS DRIVING,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
16,6th district Gaithersburg / Montgomery Village,MINOR INFRACTION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
0,5th district Germantown,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,OTHER,M,A - Marked Patrol
20,3rd district Silver Spring,DRIVING UNINSURED VEHICLE,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
0,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
14,3rd district Silver Spring,SPEEDING,02 - Automobile,Citation,OTHER,M,Q - Marked Laser
12,6th district Gaithersburg / Montgomery Village,SPEEDING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
22,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
2,5th district Germantown,SPEEDING,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
19,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
6,4th district Wheaton,PAPERWORK RELATED,19 - Moped,Citation,HISPANIC,M,A - Marked Patrol
19,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
19,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
19,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
8,3rd district Silver Spring,MINOR INFRACTION,05 - Light Duty Truck,Citation,WHITE,M,A - Marked Patrol
23,3rd district Silver Spring,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
20,Headquarters and Special Operations,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,B - Unmarked Patrol
11,4th district Wheaton,DISOBEY TRAFFIC CONTROL,04 - Limousine,Citation,OTHER,M,A - Marked Patrol
20,6th district Gaithersburg / Montgomery Village,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
7,1st district Rockville,MINOR INFRACTION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
1,1st district Rockville,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,HISPANIC,F,Q - Marked Laser
7,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
15,3rd district Silver Spring,SPEEDING,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
19,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
16,5th district Germantown,RECKLESS DRIVING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
19,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
22,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
22,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
12,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
14,2nd district Bethesda,PLATE VIOLATION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
18,3rd district Silver Spring,ACCIDENT RELATED,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
22,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
22,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,OTHER,F,A - Marked Patrol
9,6th district Gaithersburg / Montgomery Village,ACCIDENT RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
8,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
13,2nd district Bethesda,PLATE VIOLATION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
9,4th district Wheaton,SPEEDING,02 - Automobile,Citation,WHITE,M,Q - Marked Laser
10,1st district Rockville,MINOR INFRACTION,08 - Recreational Vehicle,Citation,HISPANIC,M,A - Marked Patrol
22,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
9,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
17,4th district Wheaton,SPEEDING,02 - Automobile,Citation,OTHER,F,A - Marked Patrol
9,2nd district Bethesda,PLATE VIOLATION,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
23,4th district Wheaton,MINOR INFRACTION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
11,3rd district Silver Spring,SPEEDING,02 - Automobile,Citation,OTHER,M,Q - Marked Laser
9,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,3rd district Silver Spring,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
14,1st district Rockville,PLATE VIOLATION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
12,3rd district Silver Spring,PHONE RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
22,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
13,3rd district Silver Spring,MINOR INFRACTION,02 - Automobile,Citation,HISPANIC,M,B - Unmarked Patrol
18,3rd district Silver Spring,RECKLESS DRIVING,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
1,4th district Wheaton,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,HISPANIC,M,B - Unmarked Patrol
20,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
14,1st district Rockville,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
17,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Citation,OTHER,F,A - Marked Patrol
11,Headquarters and Special Operations,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
1,4th district Wheaton,SPEEDING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
20,1st district Rockville,MINOR INFRACTION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
0,4th district Wheaton,ELUDE POLICE,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
1,4th district Wheaton,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
18,5th district Germantown,SPEEDING,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
23,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
1,4th district Wheaton,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
23,3rd district Silver Spring,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
21,5th district Germantown,SPEEDING,02 - Automobile,Citation,HISPANIC,M,B - Unmarked Patrol
1,3rd district Silver Spring,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
8,2nd district Bethesda,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
10,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,Q - Marked Laser
3,Headquarters and Special Operations,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
1,4th district Wheaton,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
10,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
13,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
1,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
12,3rd district Silver Spring,PLATE VIOLATION,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
20,2nd district Bethesda,PAPERWORK RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
16,5th district Germantown,SPEEDING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
17,2nd district Bethesda,SPEEDING,02 - Automobile,Citation,ASIAN,F,A - Marked Patrol
18,5th district Germantown,SPEEDING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
9,3rd district Silver Spring,MINOR INFRACTION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
9,3rd district Silver Spring,MINOR INFRACTION,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
19,Headquarters and Special Operations,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,B - Unmarked Patrol
10,4th district Wheaton,MINOR INFRACTION,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
11,5th district Germantown,SPEEDING,02 - Automobile,Citation,ASIAN,F,A - Marked Patrol
0,4th district Wheaton,MINOR INFRACTION,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
14,6th district Gaithersburg / Montgomery Village,PLATE VIOLATION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
16,4th district Wheaton,PLATE VIOLATION,02 - Automobile,Citation,OTHER,M,A - Marked Patrol
18,4th district Wheaton,PLATE VIOLATION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
21,4th district Wheaton,IMPAIRED BY DRUGS OR ALCOHOL,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
12,4th district Wheaton,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
22,4th district Wheaton,LICENSE OR REGISTRATION RELATED,01 - Motorcycle,Citation,HISPANIC,M,A - Marked Patrol
13,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
12,4th district Wheaton,LEARNING DRIVER WITHOUT SUPERVISION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
17,6th district Gaithersburg / Montgomery Village,MINOR INFRACTION,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
0,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
21,3rd district Silver Spring,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
20,4th district Wheaton,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
9,4th district Wheaton,MINOR INFRACTION,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
5,3rd district Silver Spring,SPEEDING,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
18,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
18,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
21,4th district Wheaton,PLATE VIOLATION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
18,1st district Rockville,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
22,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
0,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
23,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
9,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
22,3rd district Silver Spring,UNAUTHORIZED PERSON DRIVING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
11,4th district Wheaton,SPEEDING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,2nd district Bethesda,SPEEDING,02 - Automobile,Citation,WHITE,F,Q - Marked Laser
11,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
14,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
2,6th district Gaithersburg / Montgomery Village,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
21,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
21,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
12,6th district Gaithersburg / Montgomery Village,SPEEDING,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
17,1st district Rockville,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
19,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
20,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
17,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
22,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
18,3rd district Silver Spring,MINOR INFRACTION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
1,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
0,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
0,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
2,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,3rd district Silver Spring,PLATE VIOLATION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
20,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
13,6th district Gaithersburg / Montgomery Village,SPEEDING,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
20,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
15,1st district Rockville,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,OTHER,M,A - Marked Patrol
22,1st district Rockville,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
8,2nd district Bethesda,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
15,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
14,4th district Wheaton,LEARNING DRIVER WITHOUT SUPERVISION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
0,2nd district Bethesda,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
4,6th district Gaithersburg / Montgomery Village,RECKLESS DRIVING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
8,6th district Gaithersburg / Montgomery Village,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
9,1st district Rockville,PEDESTRIAN INFRACTION,29 - Unknown,Warning,ASIAN,F,A - Marked Patrol
0,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,6th district Gaithersburg / Montgomery Village,ACCIDENT RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
13,6th district Gaithersburg / Montgomery Village,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
19,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
8,2nd district Bethesda,PHONE RELATED,05 - Light Duty Truck,Citation,WHITE,F,A - Marked Patrol
22,1st district Rockville,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
8,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
22,1st district Rockville,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
10,3rd district Silver Spring,SPEEDING,02 - Automobile,Citation,BLACK,M,Q - Marked Laser
18,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
0,2nd district Bethesda,MINOR INFRACTION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
11,3rd district Silver Spring,SPEEDING,02 - Automobile,Citation,BLACK,M,Q - Marked Laser
18,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
12,3rd district Silver Spring,MINOR INFRACTION,28 - Other,Citation,WHITE,F,A - Marked Patrol
18,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
